"Date","Brazil_YoY","Canada_QoQ","Chile_YoY","China_YoY","Colombia_YoY","Czech Republic_YoY","Denmark_QoQ","Euro Area_QoQ","France_QoQ","Germany_QoQ","Hungary_YoY","India_YoY","Indonesia_YoY","Israel_YoY","Italy_QoQ","Japan_QoQ","Malaysia_YoY","Mexico_YoY","Netherlands_QoQ","Peru_YoY","Philippines_YoY","Poland_YoY","Romania_YoY","Russia_YoY","South Africa_YoY","South Korea_YoY","Spain_QoQ","Sweden_QoQ","Switzerland_QoQ","Thailand_YoY","Turkey_YoY","United Kingdom_QoQ","United States_QoQ"
2022-11-09,2.11675686,0.90183102,-2.27852993,5.75427387,1.6305069,1.71213168,1.42281724,-0.44388895,-0.15703638,-0.23120825,4.05590391,4.19207809,5.0078876,3.44752785,-0.13360243,0.13813675,1.62148996,3.45131901,-0.73926804,-0.53098094,5.46755,5.10583877,3.98563464,-3.53399791,0.52205414,2.37363293,0.04570983,-0.6860891,-0.11486766,2.67991729,4.29690086,-1.14200952,0.52711055
2022-11-10,2.11675686,0.90183102,-2.27852993,5.75427387,1.6305069,1.71213168,1.42281724,-0.45497318,-0.15703638,-0.23120825,4.05590391,4.19207809,5.0078876,3.44752785,-0.15220602,0.13813675,1.62148996,3.1212402,-0.71578166,-0.53098094,5.0448268,5.10583877,3.98563464,-3.53399791,0.98378854,2.37363293,0.04570983,-0.6860891,-0.11486766,2.67991729,4.07611595,-1.22191081,0.49395848
2022-11-11,1.30791483,0.90183102,-2.27852993,5.77794261,2.20990899,1.71213168,1.42281724,-0.45497318,-0.15703638,-0.23120825,4.05590391,3.98034958,5.0078876,3.45755569,-0.15220602,0.13813675,1.86316063,3.1132581,-0.71578166,-0.50312861,5.0448268,5.10583877,3.98563464,-3.53399791,0.98378854,2.30127397,0.52477617,-0.6860891,-0.11486766,2.706012,4.19486049,-1.13139565,0.34574369
2022-11-12,1.30791483,0.90183102,-2.27852993,5.77794261,2.20990899,1.71213168,1.42281724,-0.45497318,-0.15703638,-0.23120825,4.05590391,3.98034958,5.0078876,3.45755569,-0.15220602,0.13813675,1.86316063,3.1132581,-0.71578166,-0.50312861,5.0448268,5.10583877,3.98563464,-3.53399791,0.98378854,2.30127397,0.52477617,-0.6860891,-0.11486766,2.706012,4.19486049,-1.13139565,0.34574369
2022-11-13,1.30791483,0.90183102,-2.27852993,5.77794261,2.20990899,1.71213168,1.42281724,-0.45497318,-0.15703638,-0.23120825,4.05590391,3.96092406,5.0078876,3.15310651,-0.15220602,0.13813675,1.86316063,3.1132581,-0.71578166,-0.50312861,5.0448268,5.10583877,3.98563464,-3.53399791,0.98378854,2.30127397,0.52477617,-0.6860891,-0.11486766,2.706012,4.19486049,-1.13139565,0.34574369
2022-11-14,1.30574853,0.90183102,-2.27852993,5.98699281,2.20990899,1.73975387,1.42281724,-0.45009859,-0.15680107,-0.13369198,4.54550495,3.96092406,5.0078876,3.15310651,-0.09676398,-0.35662295,1.86316063,3.11352829,-0.71578166,-0.50312861,5.05034112,5.10583877,4.33921148,-3.53399791,0.98378854,2.34299182,0.52477617,-0.58782072,-0.0766214,2.79061369,4.30159531,-1.09931047,0.35203364
2022-11-15,1.30574853,0.84613436,-2.27852993,5.87616977,2.85891623,1.72258219,2.01948439,0.23527967,-0.15678573,0.45102926,2.42961252,3.96092406,4.94702643,3.15310651,-0.09083538,-0.40285579,1.86316063,3.11352829,-0.68347875,0.52017643,5.05034112,5.10583877,4.04854017,-3.53399791,0.98378854,2.34299182,0.52477617,-0.60800993,-0.0766214,2.79061369,4.30159531,-1.02546014,0.61515884
2022-11-16,1.30574853,0.51998388,-2.31329474,5.87616977,2.85891623,1.72258219,2.01948439,0.23527967,-0.15678573,0.45102926,2.42961252,3.96092406,4.9143924,4.19561161,-0.09083538,-0.40124772,1.92367347,3.20281875,-0.68347875,0.60040599,5.12821485,5.10583877,4.04854017,-3.76622804,1.0001507,2.31919905,0.52477617,-0.60800993,-0.0766214,2.69211198,3.9505892,-1.02546014,0.63091406
2022-11-17,1.30574853,0.51998388,-2.31329474,5.84554688,2.85891623,1.80600028,1.93966756,0.2344744,-0.14144045,0.4637114,2.37900787,3.96092406,4.9143924,4.19561161,-0.02181087,-0.13331639,2.42162006,3.20281875,-0.68281136,-2.01179627,5.12821485,5.06258402,4.02788427,-3.76622804,1.0001507,2.31919905,0.52477617,-0.50680974,-0.11032939,2.69211198,3.9505892,-0.94316528,0.3619743
2022-11-18,1.30574853,0.51998388,-1.89900942,5.84554688,2.85891623,1.80600028,1.93966756,0.23482259,-0.14144045,0.4637114,2.37900787,3.96092406,4.9143924,4.19561161,-0.01842038,-0.13331639,2.42162006,3.20281875,-0.68281136,-1.17198298,5.12821485,5.06258402,4.02788427,-3.76622804,1.0001507,2.31919905,0.52477617,-0.50680974,-0.10229277,2.69211198,3.9505892,-0.90159028,0.3619743
2022-11-19,1.30574853,0.51998388,-1.89900942,5.84554688,2.85891623,1.80600028,1.93966756,0.23482259,-0.14144045,0.4637114,2.37900787,3.96092406,4.9143924,4.19561161,-0.01842038,-0.13331639,2.42162006,3.20281875,-0.68281136,-1.17198298,5.12821485,5.06258402,4.02788427,-3.76622804,1.0001507,2.31919905,0.52477617,-0.50680974,-0.10229277,2.69211198,3.9505892,-0.90159028,0.3619743
2022-11-20,1.30574853,0.51998388,-1.89900942,5.84554688,2.85891623,1.80600028,1.93966756,0.23482259,-0.14144045,0.4637114,2.37900787,3.96092406,4.9143924,4.16174269,-0.01842038,-0.13331639,2.42162006,3.20281875,-0.68281136,-1.17198298,5.12821485,5.06258402,4.02788427,-3.76622804,1.0001507,2.31919905,0.52477617,-0.50680974,-0.10229277,2.69211198,3.9505892,-0.90159028,0.3619743
2022-11-21,1.30574853,0.51998388,-1.89900942,5.84554688,2.85891623,1.80600028,1.93966756,0.23482259,-0.14144045,0.4637114,2.37900787,3.96092406,4.92075339,4.16174269,-0.01842038,-0.13331639,2.42162006,3.20281875,-0.67664296,-1.17198298,5.12821485,5.06258402,4.02788427,-3.76622804,1.0001507,2.31919905,0.52477617,-0.50680974,-0.10229277,1.78249065,3.9505892,-0.90159028,0.3619743
2022-11-22,1.30574853,0.51335892,-1.89900942,5.84554688,2.85891623,1.80600028,2.74352571,0.88733031,0.37413714,0.98156281,2.37900787,3.96092406,4.92075339,4.16174269,1.09408801,-0.13331639,2.42162006,3.19677913,-0.67664296,-1.17198298,5.12821485,4.67882434,4.02788427,-3.76622804,1.0001507,2.26109227,0.00269049,-0.08808733,-0.10229277,1.79874463,3.88768014,-0.37459906,0.74584879
2022-11-23,1.30574853,-0.01677423,-1.89900942,5.84554688,1.02367579,1.57240027,2.74352571,0.40942556,0.23231517,0.51210837,2.37900787,4.14334277,4.92094438,4.04257027,0.96827329,-0.13331639,1.72041864,3.19677913,-0.68139591,-1.17198298,4.4481922,4.49993493,4.04856169,-3.61475162,0.9825596,2.40609499,0.00269049,-0.08808733,-0.08097343,1.45734813,4.46475697,-0.92410486,0.69740524
2022-11-24,1.22411049,-0.01677423,-1.89900942,5.84554688,1.02367579,1.4646477,2.7232665,0.58848426,0.24141443,0.61643867,2.38368044,4.14334277,4.92094438,4.04257027,0.96827329,-0.27672804,1.72041864,3.19645053,-0.68139591,-1.17198298,4.4481922,4.49993493,4.04856169,-3.61475162,0.9825596,2.40609499,0.00269049,-0.08808733,-0.08097343,1.45662335,4.05400687,-0.92410486,0.69740524
2022-11-25,1.0016758,-0.01677423,-1.91913966,5.84554688,1.02367579,1.4646477,2.71256384,0.76287074,0.48573707,0.61643867,2.38368044,4.14334277,4.92094438,4.04257027,0.93322849,-0.27672804,1.79789501,3.19645053,-0.68139591,-1.17198298,4.4481922,5.52282917,4.04856169,-3.61475162,0.9825596,2.40609499,0.00269049,-0.08808733,-0.08097343,1.45662335,4.05400687,-0.92593107,0.69740524
2022-11-26,1.0016758,-0.01677423,-1.91913966,5.84554688,1.02367579,1.4646477,2.71256384,0.76287074,0.48573707,0.61643867,2.38368044,4.14334277,4.92094438,4.04257027,0.93322849,-0.27672804,1.79789501,3.19645053,-0.68139591,-1.17198298,4.4481922,5.52282917,4.04856169,-3.61475162,0.9825596,2.40609499,0.00269049,-0.08808733,-0.08097343,1.45662335,4.05400687,-0.92593107,0.69740524
2022-11-27,1.0016758,-0.01677423,-1.91913966,5.84554688,1.02367579,1.4646477,2.71256384,0.76287074,0.48573707,0.61643867,2.38368044,4.14334277,4.92094438,3.91170665,0.93322849,-0.27672804,1.79789501,3.19645053,-0.68139591,-1.17198298,4.4481922,5.52282917,4.04856169,-3.61475162,0.9825596,2.40609499,0.00269049,-0.08808733,-0.08097343,1.45662335,4.05400687,-0.92593107,0.69740524
2022-11-28,1.07522633,-0.02978113,-1.91913966,5.84554688,1.02367579,1.4646477,2.71256384,0.76287074,0.48573707,0.61643867,2.38368044,3.33667768,4.92094438,3.91170665,0.93322849,-0.16074487,1.79789501,3.34867765,-0.68139591,-1.17198298,4.4481922,5.52282917,4.04856169,-3.61475162,0.9825596,2.40609499,0.00269049,-0.08808733,-0.08097343,1.45662335,4.05400687,-1.05513961,0.72833229
2022-11-29,1.05962384,-0.02809144,-2.05513436,5.84554688,1.02367579,1.47526014,2.28499217,0.66908236,0.53288459,0.52925473,2.03371224,3.33667768,4.92094438,3.91170665,0.62391084,-1.25922116,1.79789501,3.34867765,-0.4861297,-1.17198298,4.19318875,5.37013015,4.14686583,-3.61475162,0.9825596,2.42055086,-0.04659897,0.02074882,-0.06256473,1.44848847,4.04243382,-1.12855547,0.72397692
2022-11-30,0.97142348,-0.02809144,-2.10545766,4.43103067,1.99646278,1.47526014,2.17007796,0.62058848,0.4583273,0.52429437,2.03371224,2.66554227,4.92094438,3.9651087,0.62391084,-1.25927768,2.50492556,3.34867765,-0.49733153,-1.17198298,4.7519657,4.75358012,4.14686583,-3.58089211,0.7732012,2.42055086,0.00439117,0.02074882,-0.07484417,0.43696628,3.31603263,-1.16362146,0.75848122
2022-12-01,1.05970102,-0.06779691,-2.38917579,4.63037094,1.77107921,1.47526014,2.16433456,0.63298003,0.42334373,0.49470107,2.03859986,2.69490996,4.85470242,4.01476038,0.7819802,-1.40614913,3.36881321,3.474715,-0.49733153,-0.71771638,4.6458893,4.75358012,4.14686583,-3.29675519,1.18634088,2.27803188,0.26026087,-0.04326496,-0.09469245,0.56670616,3.12442481,-1.16362146,0.76327292
2022-12-02,1.26516572,0.22659328,-2.37071988,4.63037094,1.77107921,0.82032405,2.16433456,0.47849963,0.12530586,0.30270059,2.03859986,2.69490996,4.85470242,4.01476038,0.7819802,-1.40614913,3.36881321,3.70336398,-0.49733153,-0.71771638,4.83975661,4.75358012,4.14686583,-3.29675519,1.18634088,2.27803188,0.57563076,-0.04326496,-0.09469245,0.74243324,3.12442481,-1.16362146,0.78862688
2022-12-03,1.26516572,0.22659328,-2.37071988,4.63037094,1.77107921,0.82032405,2.16433456,0.47849963,0.12530586,0.30270059,2.03859986,2.69490996,4.85470242,4.01476038,0.7819802,-1.40614913,3.36881321,3.70336398,-0.49733153,-0.71771638,4.83975661,4.75358012,4.14686583,-3.29675519,1.18634088,2.27803188,0.57563076,-0.04326496,-0.09469245,0.74243324,3.12442481,-1.16362146,0.78862688
2022-12-04,1.26516572,0.22659328,-2.37071988,4.63037094,1.77107921,0.82032405,2.16433456,0.47849963,0.12530586,0.30270059,2.03859986,2.69490996,4.85470242,4.01095317,0.7819802,-1.40614913,3.36881321,3.70336398,-0.49733153,-0.71771638,4.83975661,4.75358012,4.14686583,-3.29675519,1.18634088,2.27803188,0.57563076,-0.04326496,-0.09469245,0.74243324,3.12442481,-1.16362146,0.78862688
2022-12-05,1.26516572,0.20417917,-2.25000674,4.51383841,2.12158132,0.78281198,2.12301868,0.41639725,0.08287132,0.20735083,2.17810628,3.31537938,4.9408597,4.01095317,0.45515831,-1.40614913,3.76301224,3.77266723,-0.49733153,-0.71771638,4.9251384,4.75358012,4.28238227,-3.18502448,1.18634088,2.43654535,0.59969647,-0.04326496,-0.09469245,0.77021367,3.12442481,-1.12068183,0.77340345
2022-12-06,1.26516572,0.07788194,-2.27355286,4.51383841,2.12158132,0.83209279,2.12301868,0.45192888,0.08287132,0.61925513,2.17810628,3.31537938,4.76338045,4.01095317,0.45515831,-1.40614913,3.76301224,3.70616128,-0.49733153,-0.71771638,4.9251384,4.75358012,4.31117892,-3.18502448,2.57214208,2.43654535,0.59969647,-0.04326496,-0.09469245,0.77021367,3.12442481,-1.24145832,0.76787721
2022-12-07,2.05895891,0.07788194,-1.97388364,4.02951514,1.68099478,1.00264831,2.12301868,0.40651692,0.00871412,0.74689488,2.18674893,3.31537938,4.76338045,4.01095317,0.57836111,-1.40614913,3.76301224,3.70616128,-0.49733153,-0.71771638,5.51582289,4.75358012,4.31117892,-3.18502448,2.57214208,2.43654535,0.59969647,-0.01323278,-0.06833162,0.77021367,3.12442481,-1.24145832,0.76828804
2022-12-08,2.12084468,0.07788194,-1.97388364,4.02951514,1.68099478,0.78947814,2.02702387,0.39637911,-0.01319715,0.74689488,2.18674893,3.31537938,4.76338045,4.01095317,0.55935109,-1.3863738,3.76301224,3.70616128,-0.49733153,-0.4938096,5.51582289,4.75358012,4.31117892,-3.18502448,2.43238697,2.43654535,0.59969647,-0.01323278,-0.06833162,0.77021367,3.12442481,-1.30124041,0.69217765
2022-12-09,2.12084468,0.07788194,-1.97388364,4.01365498,1.68739702,0.78947814,4.04282437,0.39637911,-0.01319715,0.74689488,2.18674893,4.2114084,4.71621308,3.98800149,0.55935109,-1.3863738,3.77077722,3.6594011,-0.48572733,-1.20381511,5.51582289,4.75358012,4.31117892,-3.18502448,2.43238697,2.43854526,0.60718213,-0.01323278,-0.06833162,0.77074174,3.12442481,-1.30124041,0.73072578
2022-12-10,2.12084468,0.07788194,-1.97388364,4.01365498,1.68739702,0.78947814,4.04282437,0.39637911,-0.01319715,0.74689488,2.18674893,4.2114084,4.71621308,3.98800149,0.55935109,-1.3863738,3.77077722,3.6594011,-0.48572733,-1.20381511,5.51582289,4.75358012,4.31117892,-3.18502448,2.43238697,2.43854526,0.60718213,-0.01323278,-0.06833162,0.77074174,3.12442481,-1.30124041,0.73072578
2022-12-11,2.12084468,0.07788194,-1.97388364,4.01365498,1.68739702,0.78947814,4.04282437,0.39637911,-0.01319715,0.74689488,2.18674893,4.2114084,4.71621308,3.98800149,0.55935109,-1.25989288,3.77077722,3.6594011,-0.48572733,-1.20381511,5.51582289,4.75358012,4.31117892,-3.18502448,2.43238697,2.43854526,0.60718213,-0.01323278,-0.06833162,0.77074174,3.12442481,-1.30124041,0.73072578
2022-12-12,2.0890976,0.07788194,-1.97388364,4.01365498,1.89197821,0.78947814,4.04282437,0.39637911,-0.01319715,0.74689488,2.18674893,3.93313535,4.70605411,3.95373716,0.55935109,-1.25989288,3.34766734,3.66852864,-0.4165659,-1.20381511,5.51582289,4.75358012,4.07858427,-3.18502448,2.43238697,2.43854526,0.60718213,-0.01323278,-0.06833162,0.77074174,3.21233493,-0.14917434,0.73072578
2022-12-13,2.0890976,0.07788194,-1.97388364,4.01365498,1.89197821,0.77508234,4.04282437,0.40082132,-0.01255777,0.78852554,2.18674893,3.93313535,4.70605411,4.29737104,0.59170193,-1.25989288,3.34766734,3.66852864,-0.4165659,-1.20381511,5.63903398,4.75358012,4.0155039,-3.18502448,2.34575059,2.43854526,0.60718213,-0.01323278,-0.06833162,0.77074174,3.5847197,-0.12671491,0.73072578
2022-12-14,2.0890976,0.07788194,-1.97388364,4.01365498,1.89197821,0.77508234,4.04282437,0.40082132,-0.01255777,0.78852554,2.18674893,3.93313535,4.70605411,4.29737104,0.59170193,-1.25989288,3.34766734,3.66852864,-0.4165659,-1.20381511,5.63903398,4.75358012,4.0155039,-3.18502448,2.34575059,2.43854526,0.60718213,-0.01323278,-0.06833162,0.77074174,3.5847197,-0.12671491,0.73072578
2022-12-15,2.0890976,0.1315436,-1.94686724,3.77991264,2.34427709,0.77508234,4.04282437,0.40082132,-0.01255777,0.78852554,2.29864941,3.93313535,4.75482853,4.66860448,0.59170193,-1.20957734,3.46084025,3.6252826,-0.4165659,-1.20381511,5.62610994,4.75358012,4.01236614,-3.18502448,2.34575059,2.45070107,0.60718213,-0.01323278,-0.06833162,0.88548295,3.52572749,-0.12671491,0.6098327
2022-12-16,2.0890976,-0.00668338,-1.94686724,3.77991264,1.42921266,0.60326045,3.87739019,0.49791795,-0.09464349,0.75004449,2.29864941,4.32603357,4.62437811,4.66860448,0.44215096,-1.36858766,2.82813412,3.6252826,-0.4301964,-1.20381511,5.29822235,4.75358012,4.042197,-3.18502448,2.34575059,2.4814664,0.60718213,-0.04908882,-0.0661738,0.82470835,3.64038627,-0.16158501,0.49794427
2022-12-17,2.04966209,-0.00668338,-1.99176116,3.77978323,1.49796036,0.60326045,3.87739019,0.49791795,-0.09464349,0.75004449,2.46457315,4.32603357,4.62437811,4.66860448,0.44215096,-0.91451223,2.82813412,3.6252826,-0.4301964,-1.5253713,5.29822235,4.75358012,4.06465391,-3.18502448,2.36086892,2.4814664,0.59155003,-0.03125277,-0.0661738,0.82470835,3.64038627,-0.16158501,0.49855093
2022-12-18,2.04966209,-0.01891741,-1.98967049,3.77978323,1.49796036,0.60326045,3.87739019,0.50346118,-0.09464349,0.75004449,2.46457315,4.32478286,4.62437811,4.66860448,0.4411874,-0.91451223,2.82813412,3.6252826,-0.4301964,-1.5253713,5.37227828,4.75358012,4.06465391,-3.18502448,2.36086892,2.4814664,0.59155003,-0.03125277,-0.0661738,0.82470835,3.64038627,-0.16158501,0.49855093
2022-12-19,2.04966209,0.00454693,-1.92312395,3.77978323,1.96582837,0.60767456,4.03120163,0.70156685,-0.05726563,0.89814106,2.57070226,4.32478286,4.62437811,4.66860448,0.52431261,-0.91451223,3.21982009,3.6252826,-0.4301964,-0.87667396,5.37227828,4.75358012,4.08658565,-3.18502448,2.36086892,2.4814664,0.59155003,0.0151879,-0.0661738,0.82470835,3.64038627,-0.15621865,0.50860798
2022-12-20,2.04966209,0.00228521,-1.9184219,3.77978323,1.85100382,0.60767456,4.07959286,0.80867921,0.16132403,0.91195089,2.57070226,4.32478286,4.57961764,4.66860448,0.58243232,-0.91451223,3.21982009,3.6347605,-0.44141965,-0.87667396,5.37227828,4.33681374,4.08658565,-3.18502448,2.36086892,2.4814664,0.59155003,0.06229731,-0.07302447,0.71294095,3.55415385,-0.11116556,0.53403185
2022-12-21,2.05916891,0.00228521,-1.9184219,3.77978323,1.85100382,0.60767456,4.07959286,0.82735678,0.16132403,0.8945596,2.57070226,4.32478286,4.57961764,4.66860448,0.72653646,-0.91451223,3.66375507,3.6347605,-0.44141965,-0.60563986,5.37227828,4.39050266,4.08020351,-3.18502448,2.36086892,2.4814664,0.21806492,0.00574151,-0.07302447,0.71294095,3.55415385,-0.07226647,0.56351822
2022-12-22,2.05916891,0.00228521,-1.9184219,3.77978323,1.85100382,0.60767456,4.07959286,0.82232658,0.16132403,0.8945596,2.57070226,4.32478286,4.57961764,4.66860448,0.76151482,-0.91451223,3.66375507,3.6347605,-0.44141965,-0.60563986,5.37227828,4.39050266,4.08020351,-3.18502448,2.36086892,2.4814664,0.18217919,0.01050875,-0.07302447,0.71337182,3.55415385,-0.07226647,0.55980696
2022-12-23,2.19900126,-0.06303283,-1.9184219,3.77978323,1.88067256,0.60767456,4.07288016,0.83610935,0.16132403,0.8945596,2.57070226,4.32478286,4.57944644,4.66860448,0.75644933,-0.91451223,3.66375507,3.56106254,-0.44141965,-0.58608886,5.37227828,4.8876877,4.08020351,-3.18502448,2.36086892,2.4814664,0.18217919,0.01050875,-0.07302447,0.71337182,3.61381593,-0.04108342,0.55725183
2022-12-24,2.19900126,-0.06303283,-1.9184219,3.77978323,1.88067256,0.60767456,4.07288016,0.83610935,0.16132403,0.8945596,2.57070226,4.32478286,4.57944644,4.66860448,0.75644933,-0.91451223,3.66375507,3.56106254,-0.44141965,-0.58608886,5.37227828,4.8876877,4.08020351,-3.18502448,2.36086892,2.4814664,0.18217919,0.01050875,-0.07302447,0.71337182,3.61381593,-0.04108342,0.55725183
2022-12-25,2.19900126,-0.06303283,-1.9184219,3.77978323,1.88067256,0.60767456,4.07288016,0.83610935,0.16132403,0.8945596,2.57070226,4.32478286,4.57944644,4.66860448,0.75644933,-0.91451223,3.66375507,3.56106254,-0.44141965,-0.58608886,5.37227828,4.8876877,4.08020351,-3.18502448,2.36086892,2.4814664,0.18217919,0.01050875,-0.07302447,0.71337182,3.61381593,-0.04108342,0.55725183
2022-12-26,2.31294867,-0.06303283,-1.9184219,3.77978323,1.88067256,0.60767456,4.07288016,0.83610935,0.16132403,0.8945596,2.57070226,4.32478286,4.57944644,4.66860448,0.75644933,-0.90207785,3.66375507,3.56106254,-0.44141965,-0.58608886,5.37227828,4.8876877,4.08020351,-3.18502448,2.36086892,2.4814664,0.18217919,0.01050875,-0.07302447,0.71337182,3.57984879,-0.04108342,0.55725183
2022-12-27,2.29230737,-0.06303283,-1.9184219,3.77978323,1.88067256,0.60767456,4.07288016,0.9502475,0.49565094,0.8945596,2.57070226,4.32478286,4.57944644,4.66860448,0.75644933,-0.92033842,3.66375507,3.56106254,-0.44141965,-0.58608886,5.19696444,4.8876877,4.08020351,-3.18502448,2.36086892,2.4303033,0.18217919,0.01050875,-0.07302447,0.48274566,3.57984879,-0.04108342,0.54566945
2022-12-28,2.26803157,-0.06303283,-1.9184219,3.77978323,1.88067256,0.60767456,4.07288016,0.9502475,0.49565094,0.8945596,2.57070226,4.32478286,4.57944644,4.66860448,0.75644933,-0.92033842,3.66375507,3.56106254,-0.44141965,-0.58608886,5.19696444,4.8876877,4.08020351,-3.12645939,2.36086892,2.39944768,0.18217919,-0.03073689,-0.07302447,0.48274566,3.57984879,-0.04108342,0.56452537
2022-12-29,2.26803157,-0.06303283,-2.17631766,3.82858478,1.88067256,0.60767456,4.07288016,0.9850729,0.58126717,0.8945596,2.57070226,5.14231647,4.57944644,4.66860448,0.75644933,-0.92033842,3.66375507,3.56106254,-0.44141965,-0.58608886,5.19696444,4.8876877,4.08020351,-3.11432486,2.36086892,2.39944768,0.11893867,-0.03073689,-0.07302447,0.31002715,3.59052885,-0.04108342,0.56452537
2022-12-30,2.29447774,-0.06303283,-2.49634235,4.08661277,2.60738254,0.60767456,4.07288016,0.9850729,0.58126717,0.8945596,2.57070226,5.54516066,4.57944644,4.66860448,0.75644933,-0.96018774,3.66375507,3.56106254,-0.40961414,-0.58608886,5.21114703,4.8876877,4.08020351,-3.20908517,2.37459933,2.39944768,0.11893867,-0.03073689,-0.07083864,0.29464248,3.59052885,-0.04108342,0.5635031
2022-12-31,2.16022112,-0.06303283,-2.49634235,1.72594261,2.60738254,0.60767456,4.07288016,0.9850729,0.58126717,0.8945596,2.57070226,5.54516066,4.57944644,4.66860448,0.75644933,-0.96018774,3.66375507,3.56106254,-0.40961414,-0.58608886,5.92507649,4.8876877,4.08020351,-3.34691223,2.37459933,2.39944768,0.11893867,-0.03073689,-0.07083864,0.28720883,3.59052885,-0.04108342,0.5635031
2023-01-01,0.93053182,-0.06668525,-1.57121029,5.69672788,0.9358791,1.18623219,1.89409416,-0.18781815,0.20632991,0.75102764,3.02334017,5.22740751,4.24734932,1.76018753,0.65354785,-0.24783198,0.02085513,2.56022649,0.22150309,0.99848194,2.93193498,4.64215596,3.42393164,-1.3992137,1.70975627,2.61864811,0.2723669,0.37179414,0.06921387,-1.98982698,3.93532778,0.35195265,0.58530349
2023-01-02,1.08588515,-0.06668525,-1.57121029,5.69672788,1.38424299,1.18623219,2.17938516,-0.20734087,0.20632991,0.75102764,4.38558574,5.60886586,4.24734932,1.81552138,0.62826773,-0.24783198,0.02085513,2.4673834,0.22150309,0.99848194,2.93193498,4.64215596,3.42393164,-1.3992137,1.70975627,2.59334787,0.2922064,0.3171229,0.06921387,-1.98982698,3.93532778,0.35195265,0.58530349
2023-01-03,0.96942559,-0.06668525,-3.21854461,5.94265881,1.46441446,1.18623219,2.17938516,-0.21635121,0.2178897,0.67425101,4.38558574,5.61981992,4.24734932,1.81552138,0.62826773,-0.24783198,0.02085513,2.51605835,0.22150309,1.01226604,2.91721515,4.64215596,3.42393164,-1.3992137,1.70975627,2.59334787,0.05581088,0.3171229,0.06363676,-1.593913,3.93532778,0.35195265,0.58530349
2023-01-04,0.93032026,-0.09413806,-3.31934453,5.94265881,1.46550411,1.18623219,2.17938516,-0.12451579,0.19891765,0.72257014,4.45047064,5.9242439,4.19274569,1.93094237,0.6546918,-0.24783198,0.02085513,2.45473081,0.22150309,1.01226604,2.97795058,4.64215596,3.42393164,-1.3992137,1.70975627,2.50682196,-0.39136722,0.3171229,0.06363676,-1.54982223,3.93532778,0.35195265,0.64871929
2023-01-05,0.99060213,-0.22119045,-4.15975719,6.06583123,1.46550411,1.24078744,1.98402652,-0.09238188,0.36702754,0.76520129,4.45047064,5.9242439,4.14386029,1.93094237,0.72136246,-0.03753125,0.02085513,2.79245773,0.22150309,1.01226604,2.97795058,4.64215596,3.79161698,-1.3992137,1.70975627,2.50682196,-0.31030017,0.3171229,0.06363676,-1.50757423,3.93532778,0.56607097,0.57313688
2023-01-06,1.17154618,0.53915167,-4.79892354,6.06583123,0.92205229,1.24220037,1.73706684,0.07182919,0.42202649,0.75413884,4.39213687,5.9242439,3.79056381,1.93094237,0.73359421,-0.03753125,-0.22506566,3.11718396,0.37787113,-0.54283665,3.26264938,4.53820861,3.42705493,-1.3992137,1.81890409,2.50682196,-0.10458752,0.26850739,0.08383976,-1.53328578,3.93532778,0.35756966,0.52275953
2023-01-07,1.17154618,0.53915167,-4.79892354,6.06583123,0.92205229,1.24220037,1.73706684,0.07182919,0.42202649,0.75413884,4.39213687,5.9242439,3.79056381,1.93094237,0.73359421,-0.03753125,-0.22506566,3.11718396,0.37787113,-0.54283665,3.26264938,4.53820861,3.42705493,-1.3992137,1.81890409,2.50682196,-0.10458752,0.26850739,0.08383976,-1.53328578,3.93532778,0.35756966,0.52275953
2023-01-08,1.17154618,0.53915167,-4.79892354,6.06583123,0.92205229,1.24220037,1.73706684,0.07182919,0.42202649,0.75413884,4.39213687,5.9242439,3.79056381,3.44631736,0.73359421,-0.03753125,-0.22506566,3.11718396,0.37787113,-0.54283665,3.26264938,4.53820861,3.42705493,-1.3992137,1.81890409,2.50682196,-0.10458752,0.26850739,0.08383976,-1.53328578,3.93532778,0.35756966,0.52275953
2023-01-09,1.17154618,0.54107575,-4.58426147,6.06583123,0.92205229,1.32288207,0.43660811,0.12841321,0.49391925,0.75736531,3.93126209,5.95560745,3.79056381,3.44631736,0.73359421,-0.03753125,0.24739217,3.11718396,0.37787113,-0.54283665,3.46863939,4.53820861,3.360655,-1.3992137,1.86201023,2.78613486,-0.10458752,0.26850739,0.13131532,-0.36026685,3.93532778,0.35756966,0.52275953
2023-01-10,1.17154618,0.54107575,-4.58426147,6.06583123,0.92205229,1.32288207,2.86553569,0.11758295,0.42834376,0.75736531,3.93126209,5.38841413,3.7312819,3.44631736,0.73359421,-0.03753125,0.24501621,3.10576007,0.36846133,-0.54283665,3.51976958,4.53820861,3.360655,-1.3992137,1.72163726,2.81764824,-0.10458752,0.25393551,0.13131532,-0.36026685,3.93532778,0.35756966,0.5252326
2023-01-11,1.16376022,0.54107575,-4.58426147,6.06583123,1.53889648,1.32288207,2.86553569,0.06188061,0.37748097,0.75736531,3.93126209,5.38841413,3.78780832,3.44631736,0.761858,-0.03753125,0.32742869,3.11621833,0.36846133,-0.03607674,3.60313538,4.53820861,3.360655,-1.3992137,1.72163726,2.81764824,0.01732668,0.25393551,0.13131532,-0.36026685,3.93532778,0.35756966,0.5252326
